0.4729999999999999,0.95,0.293,0.779,0.563,0.38299999999999995,0.284,0.05,0.05,0.257,0.554,0.527,0.95,0.86,0.41,0.9319999999999999,8
0.05,0.851,0.293,0.95,0.42799999999999994,0.725,0.31099999999999994,0.45499999999999996,0.185,0.185,0.38299999999999995,0.05,0.6709999999999999,0.068,0.95,0.104,2
0.05,0.563,0.32899999999999996,0.662,0.698,0.86,0.95,0.95,0.734,0.725,0.49999999999999994,0.509,0.302,0.27499999999999997,0.194,0.05,1
0.05,0.95,0.113,0.878,0.095,0.662,0.22099999999999997,0.45499999999999996,0.824,0.356,0.95,0.45499999999999996,0.716,0.257,0.653,0.05,4
0.05,0.653,0.49099999999999994,0.7969999999999999,0.95,0.95,0.779,0.77,0.59,0.59,0.41,0.41,0.347,0.22999999999999998,0.4729999999999999,0.05,1
0.95,0.95,0.842,0.941,0.49099999999999994,0.716,0.203,0.4729999999999999,0.05,0.194,0.38299999999999995,0.05,0.707,0.194,0.22999999999999998,0.22999999999999998,6
0.05,0.95,0.077,0.698,0.284,0.36499999999999994,0.815,0.36499999999999994,0.95,0.689,0.707,0.9229999999999999,0.635,0.49099999999999994,0.644,0.05,4
0.05,0.40099999999999997,0.068,0.608,0.149,0.095,0.617,0.05,0.95,0.43699999999999994,0.851,0.941,0.37399999999999994,0.95,0.05,0.563,0
0.16699999999999998,0.851,0.15799999999999997,0.49999999999999994,0.698,0.39199999999999996,0.554,0.05,0.086,0.203,0.05,0.599,0.33799999999999997,0.8959999999999999,0.95,0.95,5
0.563,0.95,0.248,0.698,0.05,0.32899999999999996,0.27499999999999997,0.05,0.725,0.16699999999999998,0.95,0.49999999999999994,0.725,0.833,0.284,0.815,0
0.716,0.833,0.32899999999999996,0.95,0.05,0.6709999999999999,0.608,0.626,0.95,0.761,0.95,0.39199999999999996,0.8059999999999999,0.05,0.21199999999999997,0.059000000000000004,9
0.48199999999999993,0.9139999999999999,0.608,0.635,0.842,0.293,0.239,0.05,0.239,0.347,0.761,0.653,0.95,0.95,0.05,0.815,8
